Symbol	Name	MarketCap	Sector	Industry
KAACW	Kayne Anderson Acquisition Corp.	0	Finance	Business Services
KALA	"Kala Pharmaceuticals, Inc."	326679920	Health Care	Major Pharmaceuticals
KALU	Kaiser Aluminum Corporation	1754199876	Capital Goods	Metal Fabrications
KALV	"KalVista Pharmaceuticals, Inc."	94356122.3	Health Care	Major Pharmaceuticals
KANG	"iKang Healthcare Group, Inc."	1055401463	Health Care	Medical/Nursing Services
KBAL	"Kimball International, Inc."	610253694.1	Consumer Durables	Home Furnishings
KBLM	KBL Merger Corp. IV	41636381.95	Finance	Business Services
KBLMR	KBL Merger Corp. IV	0	Finance	Business Services
KBLMU	KBL Merger Corp. IV	0	Finance	Business Services
KBLMW	KBL Merger Corp. IV	0	Finance	Business Services
KBSF	KBS Fashion Group Limited	11152078.09	Consumer Non-Durables	Apparel
KBWB	Invesco KBW Bank ETF	1071615000	n/a	n/a
KBWD	Invesco KBW High Dividend Yield Financial ETF	335184850	n/a	n/a
KBWP	Invesco KBW Property & Casualty Insurance ETF	65846000	n/a	n/a
KBWR	Invesco KBW Regional Banking ETF	186911680	n/a	n/a
KBWY	Invesco KBW Premium Yield Equity REIT ETF	423885000	n/a	n/a
KCAP	"KCAP Financial, Inc."	118837465	n/a	n/a
KCAPL	"KCAP Financial, Inc."	0	n/a	n/a
KE	"Kimball Electronics, Inc."	539231909.8	Technology	Electrical Products
KELYA	"Kelly Services, Inc."	895882610.7	Technology	Professional Services
KELYB	"Kelly Services, Inc."	892004331	Technology	Professional Services
KEQU	Kewaunee Scientific Corporation	91693961.8	Capital Goods	Medical Specialities
KERX	"Keryx Biopharmaceuticals, Inc."	485125991.7	Health Care	Major Pharmaceuticals
KEYW	The KEYW Holding Corporation	484529000	Technology	EDP Services
KFFB	Kentucky First Federal Bancorp	69245023	Finance	Savings Institutions
KFRC	"Kforce, Inc."	919227478.4	Technology	Professional Services
KGJI	Kingold Jewelry Inc.	83303012.52	Miscellaneous	Business Services
KHC	The Kraft Heinz Company	78551268776	Consumer Non-Durables	Packaged Foods
KIDS	OrthoPediatrics Corp.	376527286.1	Health Care	Medical/Dental Instruments
KIN	"Kindred Biosciences, Inc."	383048176.3	Health Care	Major Pharmaceuticals
KINS	"Kingstone Companies, Inc"	177492080.3	Finance	Property-Casualty Insurers
KIRK	"Kirkland&#39;s, Inc."	187912218.1	Consumer Services	Other Specialty Stores
KLAC	KLA-Tencor Corporation	16318297084	Capital Goods	Electronic Components
KLIC	"Kulicke and Soffa Industries, Inc."	1735291836	Technology	Semiconductors
KLXI	KLX Inc.	3647298157	Capital Goods	Aerospace
KMDA	Kamada Ltd.	217444645.8	Health Care	Major Pharmaceuticals
KMPH	"KemPharm, Inc."	106369274.3	Health Care	Major Pharmaceuticals
KNDI	"Kandi Technologies Group, Inc."	226734979.5	Capital Goods	Auto Manufacturing
KNSA	"Kiniksa Pharmaceuticals, Ltd."	809445316.8	Health Care	Major Pharmaceuticals
KNSL	"Kinsale Capital Group, Inc."	1168256739	Finance	Property-Casualty Insurers
KONA	"Kona Grill, Inc."	34799653.88	Consumer Services	Restaurants
KONE	Kingtone Wirelessinfo Solution Holding Ltd	4857750	Technology	EDP Services
KOOL	Cesca Therapeutics Inc.	8504278.969	Capital Goods	Medical Specialities
KOPN	Kopin Corporation	231119195.7	Technology	Semiconductors
KOSS	Koss Corporation	17792321.46	Consumer Non-Durables	Consumer Electronics/Appliances
KPTI	Karyopharm Therapeutics Inc.	1126655430	Health Care	Major Pharmaceuticals
KRMA	Global X Conscious Companies ETF	0	n/a	n/a
KRNT	Kornit Digital Ltd.	616991832	Capital Goods	Industrial Machinery/Components
KRNY	Kearny Financial	1418040186	Finance	Savings Institutions
KRYS	"Krystal Biotech, Inc."	155365898.1	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
KTCC	Key Tronic Corporation	81235584	Technology	Computer peripheral equipment
KTOS	"Kratos Defense & Security Solutions, Inc."	1238016712	Capital Goods	Military/Government/Technical
KTOV	Kitov Pharma Ltd.	17964675.02	Health Care	Major Pharmaceuticals
KTOVW	Kitov Pharma Ltd.	0	Health Care	Major Pharmaceuticals
KTWO	"K2M Group Holdings, Inc."	980307146.2	Health Care	Medical/Dental Instruments
KURA	"Kura Oncology, Inc."	637402694.6	Health Care	Major Pharmaceuticals
KVHI	"KVH Industries, Inc."	237216286.4	Technology	Radio And Television Broadcasting And Communications Equipment
KWEB	KraneShares Trust KraneShares CSI China Internet ETF	202640000	n/a	n/a
KZIA	Kazia Therapeutics Limited	5899544	Capital Goods	Miscellaneous
KZR	"Kezar Life Sciences, Inc."	315130178.4	Health Care	Major Pharmaceuticals
LABL	Multi-Color Corporation	1363525043	Miscellaneous	Publishing
LACQ	Leisure Acquisition Corp.	241500000	Finance	Business Services
LACQU	Leisure Acquisition Corp.	0	Finance	Business Services
LACQW	Leisure Acquisition Corp.	0	Finance	Business Services
LAKE	"Lakeland Industries, Inc."	111597736.3	Health Care	Industrial Specialties
LALT	Invesco Multi-Strategy Alternative ETF	4404000	n/a	n/a
LAMR	Lamar Advertising Company	6843046103	Consumer Services	Real Estate Investment Trusts
LANC	Lancaster Colony Corporation	3935436827	Consumer Non-Durables	Packaged Foods
LAND	Gladstone Land Corporation	193803107.4	Consumer Services	Real Estate Investment Trusts
LANDP	Gladstone Land Corporation	0	Consumer Services	Real Estate Investment Trusts
LARK	Landmark Bancorp Inc.	117013556.7	Finance	Major Banks
LASR	"nLIGHT, Inc."	1106862965	Technology	Semiconductors
LAUR	"Laureate Education, Inc."	3324135399	Consumer Services	Other Consumer Services
LAWS	"Lawson Products, Inc."	222652791.8	Consumer Durables	Industrial Specialties
LAZY	"Lazydays Holdings, Inc."	74126570	Consumer Durables	Automotive Aftermarket
LBAI	"Lakeland Bancorp, Inc."	968501811.6	Finance	Major Banks
LBC	Luther Burbank Corporation	667417145	Finance	Major Banks
LBIX	Leading Brands Inc	4371762.72	Consumer Non-Durables	Beverages (Production/Distribution)
LBRDA	Liberty Broadband Corporation	14253626846	Consumer Services	Television Services
LBRDK	Liberty Broadband Corporation	14266320916	Consumer Services	Television Services
LBTYA	Liberty Global plc	23204381070	Consumer Services	Television Services
LBTYB	Liberty Global plc	22350281044	Consumer Services	Television Services
LBTYK	Liberty Global plc	22294405341	Consumer Services	Television Services
LCA	"Landcadia Holdings, Inc."	316562500	Finance	Business Services
LCAHU	"Landcadia Holdings, Inc."	0	Finance	Business Services
LCAHW	"Landcadia Holdings, Inc."	0	Finance	Business Services
LCNB	LCNB Corporation	271048604.4	Finance	Major Banks
LCUT	"Lifetime Brands, Inc."	276111207.6	Capital Goods	Industrial Machinery/Components
LDRI	Invesco LadderRite 0-5 Year Corporate Bond ETF	12220000	n/a	n/a
LE	"Lands&#39; End, Inc."	892271984.5	Consumer Services	Clothing/Shoe/Accessory Stores
LECO	"Lincoln Electric Holdings, Inc."	5752802689	Technology	Industrial Machinery/Components
LEDS	SemiLEDS Corporation	14911218	Technology	Semiconductors
LEGR	First Trust Indxx Innovative Transaction & Process ETF	45120558.22	n/a	n/a
LENS	Presbia PLC	35181794.55	Health Care	Medical/Dental Instruments
LEVL	"Level One Bancorp, Inc."	210328090.7	Finance	Major Banks
LEXEA	"Liberty Expedia Holdings, Inc."	2682235080	Consumer Services	Other Consumer Services
LEXEB	"Liberty Expedia Holdings, Inc."	2634696000	Consumer Services	Other Consumer Services
LFAC	LF Capital Acquistion Corp.	0	Finance	Business Services
LFACU	LF Capital Acquistion Corp.	0	Finance	Business Services
LFACW	LF Capital Acquistion Corp.	0	Finance	Business Services
LFUS	"Littelfuse, Inc."	5710446522	Consumer Durables	Electrical Products
LFVN	Lifevantage Corporation	120749822.4	Health Care	Major Pharmaceuticals
LGCY	Legacy Reserves LP	474434493	Energy	Oil & Gas Production
LGCYO	Legacy Reserves LP	118020000	Energy	Oil & Gas Production
LGCYP	Legacy Reserves LP	34320000	Energy	Oil & Gas Production
LGIH	"LGI Homes, Inc."	1311000014	Capital Goods	Homebuilding
LGND	Ligand Pharmaceuticals Incorporated	4615374338	Health Care	Major Pharmaceuticals
LHCG	LHC Group	2898877749	Health Care	Medical/Nursing Services
LIFE	"aTyr Pharma, Inc."	28009170.9	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
LILA	Liberty Latin America Ltd.	3482957244	Consumer Services	Television Services
LILAK	Liberty Latin America Ltd.	3506930401	Consumer Services	Television Services
LINC	Lincoln Educational Services Corporation	40970758.8	Consumer Services	Other Consumer Services
LIND	Lindblad Expeditions Holdings Inc. 	616876565.1	Consumer Services	Transportation Services
LINDW	Lindblad Expeditions Holdings Inc. 	0	Consumer Services	Transportation Services
LINK	"Interlink Electronics, Inc."	20276690.97	Technology	Computer peripheral equipment
LION	Fidelity Southern Corporation	706474066.4	Finance	Major Banks
LITE	Lumentum Holdings Inc.	3645198426	Consumer Durables	Telecommunications Equipment
LIVE	Live Ventures Incorporated	25058122.08	Finance	Finance/Investors Services
LIVN	LivaNova PLC	5036826051	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX	"LiveXLive Media, Inc."	301349531	Consumer Services	Restaurants
LJPC	La Jolla Pharmaceutical Company	791171779.8	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
LKFN	Lakeland Financial Corporation	1247127908	Finance	Major Banks
LKOR	FlexShares Credit-Scored US Long Corporate Bond Index Fund	27555050.1	n/a	n/a
LKQ	LKQ Corporation	10074885070	Consumer Services	Motor Vehicles
LLEX	"Lilis Energy, Inc."	326795476.5	Energy	Oil & Gas Production
LLIT	Lianluo Smart Limited	32185282.38	Health Care	Medical/Dental Instruments
LLNW	"Limelight Networks, Inc."	534493784.4	Miscellaneous	Business Services
LMAT	"LeMaitre Vascular, Inc."	709343533.8	Health Care	Medical/Dental Instruments
LMB	"Limbach Holdings, Inc."	89451073.14	Basic Industries	Engineering & Construction
LMBS	First Trust Low Duration Opportunities ETF	1406263602	n/a	n/a
LMFA	"LM Funding America, Inc."	2523150	Finance	Finance: Consumer Services
LMFAW	"LM Funding America, Inc."	0	Finance	Finance: Consumer Services
LMNR	Limoneira Co	452157745.3	Consumer Non-Durables	Farming/Seeds/Milling
LMNX	Luminex Corporation	1337888773	Health Care	Medical/Dental Instruments
LMRK	Landmark Infrastructure Partners LP	392562081.5	Consumer Services	Real Estate
LMRKN	Landmark Infrastructure Partners LP	0	Consumer Services	Real Estate
LMRKO	Landmark Infrastructure Partners LP	0	Consumer Services	Real Estate
LMRKP	Landmark Infrastructure Partners LP	0	Consumer Services	Real Estate
LMST	"Limestone Bancorp, Inc."	123948500.1	Finance	Major Banks
LNDC	Landec Corporation	416222862.8	Consumer Non-Durables	Packaged Foods
LNGR	Global X Longevity Thematic ETF	0	n/a	n/a
LNTH	"Lantheus Holdings, Inc."	572295523.2	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAN	"Manhattan Bridge Capital, Inc"	64466025.3	Consumer Services	Real Estate Investment Trusts
LOB	"Live Oak Bancshares, Inc."	1292114374	Finance	Major Banks
LOCO	"El Pollo Loco Holdings, Inc."	448178040.8	Consumer Services	Restaurants
LOGI	Logitech International S.A.	7375723553	Technology	Computer peripheral equipment
LOGM	"LogMein, Inc."	5572350000	Technology	Computer Software: Prepackaged Software
LONE	Lonestar Resources US Inc.	203030526.5	Energy	Oil & Gas Production
LOOP	"Loop Industries, Inc."	379300021.3	Public Utilities	Telecommunications Equipment
LOPE	"Grand Canyon Education, Inc."	5571309362	Consumer Services	Other Consumer Services
LORL	"Loral Space and Communications, Inc."	1209470564	Technology	Radio And Television Broadcasting And Communications Equipment
LOVE	The Lovesac Company	272499494.7	Consumer Services	Other Specialty Stores
LOXO	"Loxo Oncology, Inc."	5713077774	Health Care	Major Pharmaceuticals
LPCN	Lipocine Inc.	29345063.82	Health Care	Major Pharmaceuticals
LPLA	LPL Financial Holdings Inc.	5864269216	Finance	Investment Bankers/Brokers/Service
LPNT	"LifePoint Health, Inc."	1867212558	Health Care	Hospital/Nursing Management
LPSN	"LivePerson, Inc."	1347937091	Technology	Computer Software: Prepackaged Software
LPTH	"LightPath Technologies, Inc."	60211812.96	Technology	Semiconductors
LPTX	"LEAP THERAPEUTICS, INC."	127895924.7	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
LQDT	"Liquidity Services, Inc."	222304487.2	Miscellaneous	Business Services
LRAD	LRAD Corporation	86168806.08	Consumer Non-Durables	Consumer Electronics/Appliances
LRCX	Lam Research Corporation	28520899341	Technology	Industrial Machinery/Components
LRGE	ClearBridge Large Cap Growth ESG ETF	3149052.98	n/a	n/a
LSBK	"Lake Shore Bancorp, Inc."	103941245.1	Finance	Savings Institutions
LSCC	Lattice Semiconductor Corporation	798519481.6	Technology	Semiconductors
LSTR	"Landstar System, Inc."	4709512040	Transportation	Trucking Freight/Courier Services
LSXMA	Liberty Media Corporation	0	Consumer Services	Broadcasting
LSXMB	Liberty Media Corporation	0	Consumer Services	Broadcasting
LSXMK	Liberty Media Corporation	15654364872	Consumer Services	Broadcasting
LTBR	Lightbridge Corporation	25151127	Consumer Services	Professional Services
LTRPA	"Liberty TripAdvisor Holdings, Inc."	1287225852	Technology	EDP Services
LTRPB	"Liberty TripAdvisor Holdings, Inc."	1253450247	Technology	EDP Services
LTRX	"Lantronix, Inc."	50730185.04	Technology	Computer Communications Equipment
LTXB	"LegacyTexas Financial Group, Inc."	1913223252	Finance	Savings Institutions
LULU	lululemon athletica inc.	17017524744	Consumer Non-Durables	Apparel
LUNA	Luna Innovations Incorporated	92079938.88	Health Care	Biotechnology: Commercial Physical & Biological Resarch
LVHD	Legg Mason Low Volatility High Dividend ETF	616306482	n/a	n/a
LWAY	"Lifeway Foods, Inc."	72085443.54	Consumer Non-Durables	Packaged Foods
LX	LexinFintech Holdings Ltd.	171396000	Finance	Finance: Consumer Services
LXRX	"Lexicon Pharmaceuticals, Inc."	1375814284	Health Care	Major Pharmaceuticals
LYL	Dragon Victory International Limited	35116667.67	Finance	Finance/Investors Services
LYTS	LSI Industries Inc.	145418534.1	Consumer Durables	Building Products
MACK	"Merrimack Pharmaceuticals, Inc."	69115621.12	Health Care	Major Pharmaceuticals
MACQ	"M I Acquisitions, Inc."	21252225.86	Finance	Business Services
MACQU	"M I Acquisitions, Inc."	0	n/a	n/a
MACQW	"M I Acquisitions, Inc."	0	Finance	Business Services
MAGS	Magal Security Systems Ltd.	118401349.5	Consumer Durables	Telecommunications Equipment
MAMS	"MAM Software Group, Inc."	109433474.2	Technology	Computer Software: Prepackaged Software
MANH	"Manhattan Associates, Inc."	3351707301	Technology	Computer Software: Prepackaged Software
MANT	ManTech International Corporation	2329796787	Consumer Services	Other Consumer Services
MAR	Marriott International	45109347300	Consumer Services	Hotels/Resorts
MARA	"Marathon Patent Group, Inc."	18361695.86	Miscellaneous	Multi-Sector Companies
MARK	"Remark Holdings, Inc."	131099977.9	Consumer Services	Telecommunications Equipment
MARPS	Marine Petroleum Trust	7800000	Energy	Oil & Gas Production
MASI	Masimo Corporation	5176959046	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT	"Mattel, Inc."	5941168029	Consumer Non-Durables	Recreational Products/Toys
MATR	Mattersight Corporation	89695201.5	Technology	EDP Services
MATW	Matthews International Corporation	1936061812	Capital Goods	Metal Fabrications
MAYS	"J. W. Mays, Inc."	81034356	Consumer Services	Building operators
MB	"MINDBODY, Inc."	1972370855	Technology	EDP Services
MBB	iShares MBS ETF	12014294000	n/a	n/a
MBCN	Middlefield Banc Corp.	167029048.2	Finance	Major Banks
MBFI	MB Financial Inc.	3992004306	Finance	Major Banks
MBFIO	MB Financial Inc.	0	Finance	Major Banks
MBII	"Marrone Bio Innovations, Inc."	214310802.8	Basic Industries	Agricultural Chemicals
MBIN	Merchants Bancorp	823753234.3	Finance	Major Banks
MBIO	"Mustang Bio, Inc."	199004905.9	Health Care	Major Pharmaceuticals
MBOT	Microbot Medical Inc. 	31169115.98	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
MBRX	"Moleculin Biotech, Inc."	44064752.31	Health Care	Major Pharmaceuticals
MBSD	FlexShares Disciplined Duration MBS Index Fund	50791863.09	n/a	n/a
MBTF	M B T Financial Corp	255054290.4	Finance	Major Banks
MBUU	"Malibu Boats, Inc."	880323083	Capital Goods	Marine Transportation
MBVX	"MabVax Therapeutics Holdings, Inc."	5287485.6	Health Care	Major Pharmaceuticals
MBWM	Mercantile Bank Corporation	625745617.9	Finance	Major Banks
MCBC	Macatawa Bank Corporation	434403794.3	Finance	Major Banks
MCEF	First Trust Municipal CEF Income Opportunity ETF	13415060.77	n/a	n/a
MCEP	"Mid-Con Energy Partners, LP"	51519567.6	Energy	Oil & Gas Production
MCFT	"MCBC Holdings, Inc."	539958294.2	Capital Goods	Marine Transportation
MCHI	iShares MSCI China ETF	3483776000	n/a	n/a
MCHP	Microchip Technology Incorporated	21954778427	Technology	Semiconductors
MCHX	"Marchex, Inc."	135378235.2	Miscellaneous	Business Services
MCRB	"Seres Therapeutics, Inc."	374411072.3	Health Care	Major Pharmaceuticals
MCRI	"Monarch Casino & Resort, Inc."	808130081.3	Consumer Services	Hotels/Resorts
MDB	"MongoDB, Inc."	2628279504	Technology	Computer Software: Prepackaged Software
MDCA	MDC Partners Inc.	272146267.8	Technology	Advertising
MDCO	The Medicines Company	2830343834	Health Care	Major Pharmaceuticals
MDGL	"Madrigal Pharmaceuticals, Inc."	4267807422	Health Care	Major Pharmaceuticals
MDGS	Medigus Ltd.	1752347.79	Health Care	Medical/Dental Instruments
MDIV	First Trust Multi-Asset Diversified Income Index Fund	700056037	n/a	n/a
MDLZ	"Mondelez International, Inc."	62469131579	Consumer Non-Durables	Packaged Foods
MDRX	"Allscripts Healthcare Solutions, Inc."	2199494223	Technology	EDP Services
MDSO	"Medidata Solutions, Inc."	4998377903	Technology	Computer Software: Prepackaged Software
MDWD	MediWound Ltd.	186629385.3	Consumer Durables	Specialty Chemicals
MDXG	"MiMedx Group, Inc"	371966824.6	Health Care	Medical/Dental Instruments
MEDP	"Medpace Holdings, Inc."	1575226786	Health Care	Biotechnology: Commercial Physical & Biological Resarch
MEET	"The Meet Group, Inc."	332026445.1	Consumer Services	Advertising
MEIP	"MEI Pharma, Inc."	310140910.2	Health Care	Major Pharmaceuticals
MELI	"MercadoLibre, Inc."	13817280769	Miscellaneous	Business Services
MELR	"Melrose Bancorp, Inc."	52014860	Finance	Major Banks
MEOH	Methanex Corporation	5835391357	Basic Industries	Major Chemicals
MERC	Mercer International Inc.	1130708713	Basic Industries	Paper
MESO	Mesoblast Limited	38050026.37	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
METC	"Ramaco Resources, Inc."	274564899	Energy	Coal Mining
MFIN	Medallion Financial Corp.	134170230.8	Finance	Finance: Consumer Services
MFINL	Medallion Financial Corp.	0	Finance	Finance: Consumer Services
MFNC	Mackinac Financial Corporation	186937452.6	Finance	Major Banks
MFSF	MutualFirst Financial Inc.	327562096.8	Finance	Major Banks
MGEE	MGE Energy Inc.	2289845839	Energy	Electric Utilities: Central
MGEN	"Miragen Therapeutics, Inc."	221008170.4	Health Care	Medical Specialities
MGI	"Moneygram International, Inc."	375349241.3	Miscellaneous	Business Services
MGIC	Magic Software Enterprises Ltd.	397363840.9	Technology	Computer Software: Prepackaged Software
MGLN	"Magellan Health, Inc."	2418388094	Health Care	Hospital/Nursing Management
MGNX	"MacroGenics, Inc."	943638464.1	Health Care	Major Pharmaceuticals
MGPI	"MGP Ingredients, Inc."	1597204593	Consumer Non-Durables	Beverages (Production/Distribution)
MGRC	McGrath RentCorp	1567044760	Technology	Diversified Commercial Services
MGTA	"Magenta Therapeutics, Inc."	446126065.7	Health Care	Major Pharmaceuticals
MGTX	MeiraGTx Holdings plc	348772413.6	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
MGYR	"Magyar Bancorp, Inc."	71362345.96	Finance	Savings Institutions
MHLD	"Maiden Holdings, Ltd."	669101807.9	Finance	Property-Casualty Insurers
MICT	"Micronet Enertec Technologies, Inc."	14448254.7	Capital Goods	Electrical Products
MIDD	The Middleby Corporation	5747613493	Technology	Industrial Machinery/Components
MIK	"The Michaels Companies, Inc."	3730702981	Consumer Services	Recreational Products/Toys
MILN	Global X Millennials Thematic ETF	17065889.75	n/a	n/a
MIME	Mimecast Limited	2491777278	Technology	Computer Software: Prepackaged Software
MIND	"Mitcham Industries, Inc."	48478489.99	Technology	Diversified Commercial Services
MINDP	"Mitcham Industries, Inc."	0	Technology	Diversified Commercial Services
MINI	"Mobile Mini, Inc."	2204143378	Capital Goods	Metal Fabrications
MITK	"Mitek Systems, Inc."	319039475.3	Technology	Computer peripheral equipment
MITL	Mitel Networks Corporation	1343775241	Technology	Radio And Television Broadcasting And Communications Equipment
MKGI	"Monaker Group, Inc."	18245395.84	Consumer Services	Transportation Services
MKSI	"MKS Instruments, Inc."	5320510339	Capital Goods	Industrial Machinery/Components
MKTX	"MarketAxess Holdings, Inc."	7617187460	Finance	Investment Bankers/Brokers/Service
MLAB	"Mesa Laboratories, Inc."	841664356	Capital Goods	Industrial Machinery/Components
MLCO	Melco Resorts & Entertainment Limited	6004736001	Consumer Services	Hotels/Resorts
MLHR	"Herman Miller, Inc."	2283608277	Consumer Durables	Office Equipment/Supplies/Services
MLNT	"Melinta Therapeutics, Inc."	361259688.3	Health Care	Major Pharmaceuticals
MLNX	"Mellanox Technologies, Ltd."	4559933112	Technology	Semiconductors
MLVF	"Malvern Bancorp, Inc."	164974368.4	Finance	Banks
MMAC	"MMA Capital Management, LLC"	151195676.9	Finance	Real Estate
MMDM	Modern Media Acquisition Corp.	63093589.94	Finance	Business Services
MMDMR	Modern Media Acquisition Corp.	0	Finance	Business Services
MMDMU	Modern Media Acquisition Corp.	0	Finance	Business Services
MMDMW	Modern Media Acquisition Corp.	0	Finance	Business Services
MMLP	Martin Midstream Partners L.P.	535015646.9	Energy	Oil Refining/Marketing
MMSI	"Merit Medical Systems, Inc."	2782822440	Health Care	Medical/Dental Instruments
MMYT	MakeMyTrip Limited	3630546099	Consumer Services	Transportation Services
MNDO	MIND C.T.I. Ltd.	42090171.24	Technology	EDP Services
MNGA	MagneGas Corporation	6947956.226	Technology	Industrial Machinery/Components
MNKD	MannKind Corporation	261605917.8	Health Care	Major Pharmaceuticals
MNLO	Menlo Therapeutics Inc.	193015183.2	Health Care	Major Pharmaceuticals
MNOV	"MediciNova, Inc."	343016468.8	Health Care	Major Pharmaceuticals
MNRO	"Monro, Inc. "	2047249707	Consumer Services	Automotive Aftermarket
MNST	Monster Beverage Corporation	32883126379	Consumer Non-Durables	Beverages (Production/Distribution)
MNTA	"Momenta Pharmaceuticals, Inc."	1761268121	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
MNTX	"Manitex International, Inc."	250524483.1	Technology	Industrial Machinery/Components
MOBL	"MobileIron, Inc."	478016948.3	Technology	Computer Software: Prepackaged Software
MOFG	"MidWestOne Financial Group, Inc."	427292663.2	Finance	Major Banks
MOGLC	Gabelli NextShares Trust	0	n/a	n/a
MOGO	Mogo Finance Technology Inc.	63600375.01	Finance	Finance: Consumer Services
MOMO	Momo Inc.	6817600516	Technology	Computer Software: Prepackaged Software
MOR	MorphoSys AG	261782000	Health Care	Major Pharmaceuticals
MORN	"Morningstar, Inc."	5505586931	Finance	Investment Managers
MOSY	"MoSys, Inc."	14952765.3	Technology	Semiconductors
MOTS	"Motus GI Holdings, Inc."	151607366	Health Care	Medical/Dental Instruments
MOXC	"Moxian, Inc."	126254964.4	Technology	"Computer Software: Programming, Data Processing"
MPAA	"Motorcar Parts of America, Inc."	374083419.6	Capital Goods	Auto Parts:O.E.M.
MPAC	Matlin & Partners Acquisition Corporation	92931517.8	Finance	Business Services
MPACU	Matlin & Partners Acquisition Corporation	0	Finance	Business Services
MPACW	Matlin & Partners Acquisition Corporation	0	Finance	Business Services
MPB	Mid Penn Bancorp	208172378	Finance	Major Banks
MPCT	iShares MSCI Global Impact ETF	37342500	n/a	n/a
MPVD	Mountain Province Diamonds Inc.	502522902.7	Basic Industries	Precious Metals
MPWR	"Monolithic Power Systems, Inc."	5834941507	Technology	Semiconductors
MRAM	"Everspin Technologies, Inc."	151397041.6	Technology	Semiconductors
MRBK	Meridian Bank	115956086.2	n/a	n/a
MRCC	Monroe Capital Corporation	277692210	n/a	n/a
MRCY	Mercury Systems Inc	1923263139	Capital Goods	Electrical Products
MRIN	Marin Software Incorporated	33643350	Technology	EDP Services
MRLN	Marlin Business Services Corp.	383783314.8	Finance	Major Banks
MRNS	"Marinus Pharmaceuticals, Inc."	300663631.1	Health Care	Major Pharmaceuticals
MRSN	"Mersana Therapeutics, Inc."	403301631.3	Health Care	Major Pharmaceuticals
MRTN	"Marten Transport, Ltd."	1312938610	Transportation	Trucking Freight/Courier Services
MRTX	"Mirati Therapeutics, Inc."	1691268128	Health Care	Major Pharmaceuticals
MRUS	Merus N.V.	582812014.4	Health Care	Major Pharmaceuticals
MRVL	Marvell Technology Group Ltd.	10844946411	Technology	Semiconductors
MSBF	MSB Financial Corp.	118654092.5	Finance	Savings Institutions
MSBI	"Midland States Bancorp, Inc."	824475541.7	Finance	Major Banks
MSEX	Middlesex Water Company	715550708.2	Public Utilities	Water Supply
MSFT	Microsoft Corporation	7.77232E+11	Technology	Computer Software: Prepackaged Software
MSG	The Madison Square Garden Company	7745017401	Consumer Services	Services-Misc. Amusement & Recreation
MSON	"MISONIX, Inc."	122733175.1	Capital Goods	Medical Specialities
MSTR	MicroStrategy Incorporated	1543970551	Technology	Computer Software: Prepackaged Software
MTBC	"Medical Transcription Billing, Corp."	46777347.74	Technology	Computer Software: Prepackaged Software
MTBCP	"Medical Transcription Billing, Corp."	24146533.5	Technology	Computer Software: Prepackaged Software
MTCH	"Match Group, Inc."	11076943280	Technology	"Computer Software: Programming, Data Processing"
MTEC	MTech Acquisition Corp.	6721182	Finance	Business Services
MTECU	MTech Acquisition Corp.	0	Finance	Business Services
MTECW	MTech Acquisition Corp.	0	Finance	Business Services
MTEM	"Molecular Templates, Inc."	141526953.7	Health Care	Major Pharmaceuticals
MTEX	"Mannatech, Incorporated"	52481930.3	Consumer Durables	Specialty Chemicals
MTFB	Motif Bio plc	11768744.87	Health Care	Major Pharmaceuticals
MTFBW	Motif Bio plc	0	Health Care	Major Pharmaceuticals
MTGE	MTGE Investment Corp.	909084087	Consumer Services	Real Estate Investment Trusts
MTGEP	MTGE Investment Corp.	51620000	Consumer Services	Real Estate Investment Trusts
MTLS	Materialise NV	177679387.7	Technology	Computer Software: Prepackaged Software
MTP	Midatech Pharma PLC	1626777.36	Health Care	Major Pharmaceuticals
MTRX	Matrix Service Company	524385212.2	Basic Industries	Engineering & Construction
MTSC	MTS Systems Corporation	965439050.4	Capital Goods	Industrial Machinery/Components
MTSI	"MACOM Technology Solutions Holdings, Inc."	1568476955	Technology	Semiconductors
MTSL	MER Telemanagement Solutions Ltd.	3493150.08	Public Utilities	Telecommunications Equipment
MU	"Micron Technology, Inc."	61736719675	Technology	Semiconductors
MUDS	Mudrick Capital Acquisition Corporation	250640000	Finance	Business Services
MUDSU	Mudrick Capital Acquisition Corporation	0	Finance	Business Services
MUDSW	Mudrick Capital Acquisition Corporation	0	Finance	Business Services
MVBF	MVB Financial Corp.	202126710.4	Finance	Major Banks
MVIS	"Microvision, Inc."	99524277.01	Capital Goods	Industrial Machinery/Components
MXIM	"Maxim Integrated Products, Inc."	16923301439	Technology	Semiconductors
MXWL	"Maxwell Technologies, Inc."	197983230.2	Miscellaneous	Industrial Machinery/Components
